FOREST_TYPE_GROUP,DIAMETER_CLASS:_2_INCH_CLASS_TO_29,DISTURBANCE_1,ESTIMATE,VARIANCE,PLOT_COUNT,SE,SE_PERCENT
Longleaf / slash pine group,15.0-16.9,"Fire (from crown and ground fire, either prescribed or natural)",70250.56173079777,4731563384.026027,1,68786.36045049939,97.9157443809357
Longleaf / slash pine group,17.0-18.9,"Fire (from crown and ground fire, either prescribed or natural)",100193.06548364808,9624549013.814894,1,98104.78588639238,97.91574438093569
Longleaf / slash pine group,1.0-2.9,Ground fire damage,536317.1378904508,8630524377.148397,44,92900.61559079358,17.32195543036509
Longleaf / slash pine group,3.0-4.9,Ground fire damage,2520163.0243213894,195333546069.33588,40,441965.54850953695,17.537180898388353
Longleaf / slash pine group,5.0-6.9,Ground fire damage,6811627.530057273,576820206669.6061,96,759486.8048028261,11.149858113225992
Longleaf / slash pine group,7.0-8.9,Ground fire damage,13409302.974207526,2023282318792.913,108,1422421.2873803994,10.607719805543903
Longleaf / slash pine group,9.0-10.9,Ground fire damage,16388554.354898721,2638578688434.7085,110,1624370.2436435816,9.911613974407933
Longleaf / slash pine group,11.0-12.9,Ground fire damage,16865425.300180826,2516736146300.1616,101,1586422.4362697855,9.406358914961821
Longleaf / slash pine group,13.0-14.9,Ground fire damage,17487130.906840097,2951664604450.4644,82,1718040.9204819496,9.824601471988395
Longleaf / slash pine group,15.0-16.9,Ground fire damage,7913195.631033851,955490842659.8701,51,977492.1189758361,12.352684864030435
Longleaf / slash pine group,17.0-18.9,Ground fire damage,6844070.793696697,1197457986325.3635,31,1094284.2347056654,15.988791870964972
Longleaf / slash pine group,19.0-20.9,Ground fire damage,5894992.698021087,1446727830241.0347,19,1202799.9959432303,20.403757181022513
Longleaf / slash pine group,21.0-28.9,Ground fire damage,3987566.0830216324,1201018494023.0984,11,1095909.8932043174,27.483178219177667
Longleaf / slash pine group,7.0-8.9,Crown fire damage,183211.807922695,16660030211.346588,1,129073.7394334982,70.45055714310729
Longleaf / slash pine group,9.0-10.9,Crown fire damage,264343.1604859967,34682070778.53885,1,186231.22933208288,70.45055714310728
Longleaf / slash pine group,1.0-2.9,Beaver (includes flooding caused by beaver),54631.63722369459,1535828185.3047252,1,39189.643852741574,71.73433900996915
Longleaf / slash pine group,3.0-4.9,Beaver (includes flooding caused by beaver),23082.24398420551,274163891.82283926,1,16557.89515073819,71.73433900996915
Longleaf / slash pine group,5.0-6.9,Beaver (includes flooding caused by beaver),128666.91801909033,8518987843.029295,1,92298.36316549333,71.73433900996913
Longleaf / slash pine group,7.0-8.9,Beaver (includes flooding caused by beaver),179381.7791965516,16558113540.895737,1,128678.33361096862,71.73433900996913
Longleaf / slash pine group,9.0-10.9,Beaver (includes flooding caused by beaver),49357.299335695556,1253594213.7663407,1,35406.132431633094,71.73433900996913
Longleaf / slash pine group,1.0-2.9,Domestic animal/livestock (includes grazing),56861.57264979016,1350815239.5175486,2,36753.43847203345,64.63669005146497
Longleaf / slash pine group,3.0-4.9,Domestic animal/livestock (includes grazing),24551.475408140974,635524783.0087094,1,25209.616875484433,102.68065953838858
Longleaf / slash pine group,5.0-6.9,Domestic animal/livestock (includes grazing),143455.32025877322,5104620508.118315,3,71446.62698909106,49.80409709462946
Longleaf / slash pine group,7.0-8.9,Domestic animal/livestock (includes grazing),320782.64103695075,16996456724.72048,5,130370.45955553152,40.641369849097984
Longleaf / slash pine group,9.0-10.9,Domestic animal/livestock (includes grazing),640257.469126705,82695459881.97247,5,287568.1830139984,44.914459710440255
Longleaf / slash pine group,11.0-12.9,Domestic animal/livestock (includes grazing),624470.3991264988,50999866573.34384,6,225831.50040094904,36.163683773776825
Longleaf / slash pine group,13.0-14.9,Domestic animal/livestock (includes grazing),462788.57317253493,27347984378.52273,6,165372.26000306924,35.73386846382135
Longleaf / slash pine group,15.0-16.9,Domestic animal/livestock (includes grazing),467959.16482304287,51440649759.0892,4,226805.31245781964,48.4669025647965
Longleaf / slash pine group,17.0-18.9,Domestic animal/livestock (includes grazing),316880.776510182,49451270332.272995,1,222376.41586344762,70.1766823196049
Longleaf / slash pine group,3.0-4.9,Ice,83767.46363113722,3252180941.388398,1,57027.89616835254,68.07881448991932
Longleaf / slash pine group,5.0-6.9,Ice,230603.8019922923,24646593112.179424,1,156992.33456503352,68.07881448991931
Longleaf / slash pine group,7.0-8.9,Ice,149068.59873867393,10299029615.70351,1,101484.13479802402,68.07881448991931
Longleaf / slash pine group,1.0-2.9,"Wind (includes hurricane, tornado)",116041.02752517271,1686901511.4427395,7,41071.906596148416,35.394297579137444
Longleaf / slash pine group,3.0-4.9,"Wind (includes hurricane, tornado)",244979.40126063046,17486411635.888397,3,132236.19639073257,53.97849603283509
Longleaf / slash pine group,5.0-6.9,"Wind (includes hurricane, tornado)",236893.8448731338,7813864487.236537,8,88396.06601674385,37.31463181919458
Longleaf / slash pine group,7.0-8.9,"Wind (includes hurricane, tornado)",678092.7455117586,61277950860.83571,8,247543.8362408479,36.50589655756099
Longleaf / slash pine group,9.0-10.9,"Wind (includes hurricane, tornado)",948565.17468239,125912882759.53928,6,354842.05325685296,37.408294414315336
Longleaf / slash pine group,11.0-12.9,"Wind (includes hurricane, tornado)",1019252.7809600303,153005185242.55228,6,391158.7724218291,38.377013016672684
Longleaf / slash pine group,13.0-14.9,"Wind (includes hurricane, tornado)",1144844.5212163706,178619188716.19385,7,422633.63415160635,36.916247256227244
Longleaf / slash pine group,15.0-16.9,"Wind (includes hurricane, tornado)",1216736.3888348253,175618070624.4266,8,419068.0978366483,34.441979518501746
Longleaf / slash pine group,17.0-18.9,"Wind (includes hurricane, tornado)",740010.7862135532,110227034535.80887,4,332004.57005259563,44.86482849140328
Longleaf / slash pine group,19.0-20.9,"Wind (includes hurricane, tornado)",579068.3688557612,84860822698.59506,3,291308.8098540706,50.306462159156894
Longleaf / slash pine group,21.0-28.9,"Wind (includes hurricane, tornado)",838206.2142284493,155731942731.12268,3,394628.86707781866,47.08016480658832
Longleaf / slash pine group,1.0-2.9,Flooding (weather induced),7725.111681169947,28314428.595302474,1,5321.130386985689,68.88095093765452
Longleaf / slash pine group,3.0-4.9,Flooding (weather induced),93602.58716634114,4156942084.185132,1,64474.352142422744,68.88095093765452
Longleaf / slash pine group,5.0-6.9,Flooding (weather induced),43878.77519478767,913497285.5428147,1,30224.11761396542,68.88095093765453
Longleaf / slash pine group,7.0-8.9,Flooding (weather induced),125653.34672616926,7491113702.525091,1,86551.22010997355,68.8809509376545
Longleaf / slash pine group,11.0-12.9,Flooding (weather induced),33055.44479466467,518423021.7493651,1,22768.904711236442,68.8809509376545
Longleaf / slash pine group,5.0-6.9,Drought,45052.22091165005,1071465834.9924523,1,32733.25274079025,72.65624663650213
Longleaf / slash pine group,7.0-8.9,Drought,51196.491266100056,1383650209.394637,1,37197.44896353293,72.65624663650213
Longleaf / slash pine group,11.0-12.9,Drought,231308.2432479991,28244125855.358894,1,168059.8877048265,72.65624663650213
Longleaf / slash pine group,13.0-14.9,Drought,88117.72953906783,4098948998.368869,1,64023.034904391,72.6562466365021
Longleaf / slash pine group,15.0-16.9,Drought,132349.07057770542,9246720048.393208,1,96159.86714005593,72.65624663650213
Longleaf / slash pine group,21.0-28.9,Drought,196560.65924662043,20395723594.49141,1,142813.59737255907,72.65624663650213
Longleaf / slash pine group,1.0-2.9,Human-caused damage,47478.33948977952,314875029.77651936,6,17744.718362840234,37.37434491924485
Longleaf / slash pine group,3.0-4.9,Human-caused damage,365274.58878669085,19083625731.47599,6,138143.49688449322,37.81908217140305
Longleaf / slash pine group,5.0-6.9,Human-caused damage,3180999.2904569954,476081466303.844,16,689986.5696546882,21.690874679684757
Longleaf / slash pine group,7.0-8.9,Human-caused damage,5693449.497549375,1508125219840.1396,15,1228057.4985887834,21.569656481845932
Longleaf / slash pine group,9.0-10.9,Human-caused damage,2046576.4095769983,265356123649.99707,13,515127.2887840413,25.170195765645108
Longleaf / slash pine group,11.0-12.9,Human-caused damage,333180.8693743663,22218196575.926186,3,149057.69546026862,44.73777133127817
Longleaf / slash pine group,13.0-14.9,Human-caused damage,107847.5891240959,3794501174.77383,2,61599.522520664315,57.11719939310299
Longleaf / slash pine group,15.0-16.9,Human-caused damage,107935.33367900539,5994893589.947931,1,77426.69817283914,71.73433900996916
Longleaf / slash pine group,17.0-18.9,Human-caused damage,268848.9722006694,37193835232.815056,1,192857.03314324594,71.73433900996916
Longleaf / slash pine group,19.0-20.9,Human-caused damage,212956.07382914666,44552515052.434875,1,211074.66700775552,99.11652821750434
Longleaf / slash pine group,21.0-28.9,Human-caused damage,142806.4327201356,20034924231.006184,1,141544.77818346454,99.11652821750432
Loblolly / shortleaf pine group,1.0-2.9,No visible disturbance,30242297.92864108,840965269680.7634,1159,917041.5855787367,3.032314501175022
Loblolly / shortleaf pine group,3.0-4.9,No visible disturbance,61970986.14254689,4383278178038.7124,837,2093627.9941858612,3.3784003200627737
Loblolly / shortleaf pine group,5.0-6.9,No visible disturbance,103720588.85522419,8565732530864.279,1309,2926727.2730584717,2.821741859895986
Loblolly / shortleaf pine group,7.0-8.9,No visible disturbance,147437159.89086834,16988024600001.578,1225,4121653.1392150866,2.7955321048410706
Loblolly / shortleaf pine group,9.0-10.9,No visible disturbance,167667856.44085184,22355423332009.527,1146,4728152.2111718785,2.819951487147346
Loblolly / shortleaf pine group,11.0-12.9,No visible disturbance,160761625.06969458,24723754551322.844,976,4972298.719035577,3.0929637075265624
Loblolly / shortleaf pine group,13.0-14.9,No visible disturbance,116407246.46520956,15544397862569.693,738,3942638.439239603,3.3869355722780825
Loblolly / shortleaf pine group,15.0-16.9,No visible disturbance,85806739.09213881,13881518858339.26,468,3725791.0379326507,4.342072752504808
Loblolly / shortleaf pine group,17.0-18.9,No visible disturbance,55611712.91576386,8939353478102.172,277,2989875.1609560843,5.376340709887692
Loblolly / shortleaf pine group,19.0-20.9,No visible disturbance,35440175.47925116,6525278588639.449,153,2554462.4852675856,7.207815567287819
Loblolly / shortleaf pine group,21.0-28.9,No visible disturbance,40859062.15094382,10906371185650.328,121,3302479.5511328042,8.082612221818994
Loblolly / shortleaf pine group,29.0+,No visible disturbance,6883773.624204166,6028938422604.461,6,2455389.668179872,35.66923902823344
Loblolly / shortleaf pine group,1.0-2.9,Insect damage,121914.18485351869,3521785965.228855,3,59344.637206986576,48.677385062525616
Loblolly / shortleaf pine group,3.0-4.9,Insect damage,176790.30640985933,5279635090.065086,4,72661.09750110499,41.10015926588879
Loblolly / shortleaf pine group,5.0-6.9,Insect damage,497589.3625038935,35580972849.72785,5,188629.1940547058,37.90860662806669
Loblolly / shortleaf pine group,7.0-8.9,Insect damage,770626.5670078371,82790293948.68945,5,287733.02547446557,37.33754295438654
Loblolly / shortleaf pine group,9.0-10.9,Insect damage,963930.018619257,124324951823.9294,5,352597.43592931784,36.57915295908949
Loblolly / shortleaf pine group,11.0-12.9,Insect damage,458695.57883553416,34218542552.78411,5,184982.54661665816,40.32795499931859
Loblolly / shortleaf pine group,13.0-14.9,Insect damage,501747.7826766379,88815172453.16063,3,298018.74513721553,59.396125987323025
Loblolly / shortleaf pine group,15.0-16.9,Insect damage,257426.6850990933,34074876395.94207,1,184593.8146199435,71.70733467235004
Loblolly / shortleaf pine group,17.0-18.9,Insect damage,410115.39234794304,86484703215.69601,1,294082.81693376106,71.70733467235007
Loblolly / shortleaf pine group,21.0-28.9,Insect damage,242044.8066155872,30124420279.89315,1,173563.8795368816,71.70733467235006
Loblolly / shortleaf pine group,1.0-2.9,Insect damage to trees including seedlings and saplings,925705.0662293745,43302260431.51961,26,208091.9518662834,22.479292752916795
Loblolly / shortleaf pine group,3.0-4.9,Insect damage to trees including seedlings and saplings,1996261.0690046703,273637889056.01062,15,523104.09007769247,26.204192337353483
Loblolly / shortleaf pine group,5.0-6.9,Insect damage to trees including seedlings and saplings,2062620.2032029373,146979385718.05154,31,383378.90619862167,18.58698492351099
Loblolly / shortleaf pine group,7.0-8.9,Insect damage to trees including seedlings and saplings,2850199.1269262126,256754317085.20978,28,506709.30234722333,17.778031631554185
Loblolly / shortleaf pine group,9.0-10.9,Insect damage to trees including seedlings and saplings,3604972.715281684,472019192307.4154,25,687036.5290924605,19.058022996403654
Loblolly / shortleaf pine group,11.0-12.9,Insect damage to trees including seedlings and saplings,2794482.5881997193,291414233280.5628,25,539827.9663749951,19.31763571025743
Loblolly / shortleaf pine group,13.0-14.9,Insect damage to trees including seedlings and saplings,2633715.9955452913,388054185374.50916,21,622939.9532655689,23.652510533376393
Loblolly / shortleaf pine group,15.0-16.9,Insect damage to trees including seedlings and saplings,3407263.958919853,533145919873.0868,18,730168.4188412196,21.429757941990868
Loblolly / shortleaf pine group,17.0-18.9,Insect damage to trees including seedlings and saplings,1648605.7097738509,283613194989.2899,9,532553.4667892886,32.30326473043346
Loblolly / shortleaf pine group,19.0-20.9,Insect damage to trees including seedlings and saplings,1380685.6476323751,259422747142.40485,5,509335.5938302416,36.89004768780349
Loblolly / shortleaf pine group,21.0-28.9,Insect damage to trees including seedlings and saplings,1245197.215686801,178010799041.01642,5,421913.26009147475,33.88324795271601
Loblolly / shortleaf pine group,1.0-2.9,Disease damage,127862.74792725442,4442648304.957986,3,66653.19425922501,52.12870467725779
Loblolly / shortleaf pine group,3.0-4.9,Disease damage,202577.93254555046,8270495251.175507,3,90942.2632837753,44.8924826811166
Loblolly / shortleaf pine group,5.0-6.9,Disease damage,592273.0731545627,115542088128.25595,3,339914.82481388765,57.39157159440569
Loblolly / shortleaf pine group,7.0-8.9,Disease damage,883005.7859685202,139946241821.13528,3,374093.89439168246,42.365961847164975
